Title,URL
"Frontier AI agents violate ethical constraints 30–50% of time, pressured by KPIs (arxiv.org)",https://arxiv.org/abs/2512.20798
Show HN: Pipelock – All-in-one security harness for AI coding agents (github.com/luckypipewrench),https://github.com/luckyPipewrench/pipelock
Why is the sky blue? (explainers.blog),https://explainers.blog/posts/why-is-the-sky-blue/
"LiftKit – UI where ""everything derives from the golden ratio"" (chainlift.io)",https://www.chainlift.io/liftkit
"Qwen-Image-2.0: Professional infographics, exquisite photorealism (qwen.ai)",https://qwen.ai/blog?id=qwen-image-2.0
"AI doesn’t reduce work, it intensifies it (simonwillison.net)",https://simonwillison.net/2026/Feb/9/ai-intensifies-work/
